,widths,heights
49894,238,85
49895,180,63
49896,185,86
49897,238,100
49898,161,48
49899,301,111
49900,166,78
49901,225,111
49902,81,133
49903,97,47
49904,169,97
49905,93,87
49906,195,91
49907,262,91
49908,241,141
49909,12,38
49910,111,127
49911,378,76
49912,15,52
49913,177,74
49914,111,94
49915,183,85
49916,455,121
49917,185,76
49918,572,131
49919,329,120
49920,10,104
49921,617,83
49922,282,101
49923,26,64
49924,113,78
49925,9,38
49926,92,43
49927,143,73
49928,427,87
49929,372,136
49930,72,105
49931,300,143
49932,336,117
49933,134,84
49934,82,114
49935,222,131
49936,183,87
49937,345,87
49938,19,35
49939,112,49
49940,112,43
49941,154,79
49942,10,41
49943,109,111
49944,408,88
49945,85,73
49946,261,94
49947,5,6
49948,194,92
49949,406,107
49950,63,73
49951,224,88
49952,201,107
49953,8,38
49954,95,49
49955,146,65
49956,8,21
49957,118,95
49958,449,142
49959,13,30
49960,173,86
49961,482,142
49962,318,103
49963,83,61
49964,120,75
49965,180,43
49966,264,149
49967,70,79
49968,197,62
49969,82,83
49970,207,142
49971,259,97
49972,6,37
49973,211,62
49974,97,69
49975,9,42
49976,79,86
49977,58,70
49978,118,82
49979,370,123
49980,102,87
49981,13,94
49982,168,78
49983,67,79
49984,180,57
49985,165,127
49986,119,87
49987,302,125
49988,242,60
49989,94,46
49990,346,69
49991,23,28
49992,130,48
49993,79,53
49994,111,47
49995,266,64
49996,357,64
49997,71,58
49998,199,54
49999,145,54
50000,185,50
50001,292,49
50002,267,50
50003,58,48
50004,103,51
50005,154,50
50006,229,63
50007,39,6
50008,125,47
50009,272,72
50010,162,56
50011,61,47
50012,266,51
50013,100,50
50014,253,76
50015,34,9
50016,165,65
50017,334,70
50018,63,55
50019,120,54
50020,140,54
50021,111,47
50022,196,59
50023,60,56
50024,105,53
50025,275,71
50026,37,27
50027,86,51
50028,28,42
50029,213,53
50030,55,56
50031,223,86
50032,109,56
50033,110,43
50034,141,47
50035,309,80
50036,8,27
50037,193,64
50038,69,50
50039,322,59
50040,117,58
50041,143,52
50042,67,55
50043,333,80
50044,286,55
50045,103,53
50046,386,70
50047,324,70
50048,30,51
50049,169,77
50050,332,71
50051,167,59
50052,313,69
50053,174,55
50054,163,61
50055,151,37
50056,183,72
50057,325,65
50058,12,8
50059,381,139
50060,168,89
50061,471,119
50062,11,36
50063,225,92
50064,109,107
50065,145,82
50066,493,145
50067,478,84
50068,77,138
50069,254,86
50070,155,132
50071,192,93
50072,360,95
50073,342,89
50074,74,127
50075,127,89
50076,191,78
50077,360,124
50078,33,6
50079,192,118
50080,418,117
50081,238,116
50082,79,120
50083,447,94
50084,184,92
50085,407,127
50086,26,5
50087,285,126
50088,494,126
50089,80,84
50090,156,88
50091,179,107
50092,129,85
50093,260,92
50094,69,129
50095,126,99
50096,350,122
50097,11,40
50098,178,87
50099,10,33
50100,337,94
50101,72,121
50102,343,112
50103,126,77
50104,129,114
50105,213,83
50106,550,125
50107,9,41
50108,231,134
50109,100,94
50110,558,98
50111,147,96
50112,239,96
50113,129,141
50114,462,130
50115,402,92
50116,185,81
50117,619,131
50118,492,128
50119,8,32
50120,342,126
50121,512,121
50122,254,98
50123,530,136
50124,264,80
50125,286,85
50126,178,69
50127,308,100
50128,152,45
50129,128,39
50130,46,44
50131,237,36
50132,63,42
50133,122,30
50134,109,46
50135,136,51
50136,220,72
50137,56,54
50138,208,70
50139,157,49
50140,105,50
50141,147,56
50142,38,55
50143,132,45
50144,205,59
50145,220,54
50146,11,21
50147,25,52
50148,228,59
50149,31,30
50150,92,54
50151,68,55
50152,188,51
50153,177,49
50154,98,53
50155,72,64
50156,271,76
50157,44,28
50158,244,57
50159,167,62
50160,122,57
50161,62,61
50162,12,25
50163,279,48
50164,159,56
50165,143,66
50166,164,55
50167,98,57
50168,161,59
50169,124,62
50170,17,44
50171,112,52
50172,177,57
50173,148,54
50174,160,58
50175,103,61
50176,96,31
50177,146,61
50178,195,70
50179,52,53
50180,221,35
50181,150,54
50182,114,61
50183,97,50
50184,330,90
50185,69,51
50186,129,56
50187,99,56
50188,44,25
50189,143,36
50190,59,59
50191,266,88
50192,45,7
50193,109,60
50194,177,57
50195,100,25
50196,148,49
50197,63,60
50198,125,54
50199,279,65
50200,59,52
50201,185,76
50202,190,60
50203,190,59
50204,118,59
50205,328,63
50206,215,82
50207,6,6
50208,196,81
50209,172,52
50210,13,41
50211,246,83
50212,74,92
50213,243,91
50214,196,72
50215,182,118
50216,302,115
50217,77,131
50218,332,134
50219,205,100
50220,178,92
50221,174,134
50222,36,53
50223,179,97
50224,353,106
50225,319,93
50226,6,31
50227,14,90
50228,323,92
50229,11,31
50230,217,93
50231,88,89
50232,245,86
50233,205,87
50234,128,100
50235,112,131
50236,417,134
50237,65,43
50238,323,80
50239,259,131
50240,160,81
50241,71,72
50242,8,35
50243,332,84
50244,227,89
50245,197,112
50246,318,96
50247,171,77
50248,216,87
50249,120,110
50250,20,95
50251,144,94
50252,262,122
50253,248,76
50254,217,62
50255,181,86
50256,144,54
50257,197,100
50258,301,97
50259,11,45
50260,369,81
50261,233,97
50262,197,92
50263,140,92
50264,415,126
50265,95,75
50266,159,101
50267,116,149
50268,48,53
50269,208,53
50270,83,120
50271,356,130
50272,17,5
50273,153,92
50274,191,100
50275,126,58
50276,209,79
50277,65,118
50278,156,88
50279,434,142
50280,82,139
50281,263,128
50282,184,145
50283,258,87
50284,168,93
50285,459,109
50286,227,123
50287,48,82
50288,271,67
50289,45,48
50290,162,31
50291,152,45
50292,104,52
50293,175,30
50294,70,45
50295,155,53
50296,225,50
50297,98,49
50298,110,53
50299,58,53
50300,244,72
50301,154,59
50302,212,66
50303,82,58
50304,248,80
50305,95,58
50306,224,90
50307,6,4
50308,176,43
50309,229,55
50310,142,53
50311,43,24
50312,142,71
50313,163,55
50314,108,55
50315,267,70
50316,126,64
50317,104,31
50318,44,24
50319,141,73
50320,55,32
50321,132,57
50322,94,44
50323,203,59
50324,240,66
50325,9,24
50326,107,61
50327,88,49
50328,185,42
50329,126,47
50330,68,52
50331,66,49
50332,73,67
50333,32,49
50334,64,26
50335,10,23
50336,39,7
50337,183,46
50338,114,56
50339,210,87
50340,216,54
50341,57,58
50342,201,73
50343,278,64
50344,47,49
50345,44,31
50346,212,52
50347,48,20
50348,128,47
50349,67,55
50350,229,86
50351,249,46
50352,165,45
50353,23,45
50354,199,60
50355,122,58
50356,172,53
50357,113,56
50358,247,86
50359,322,75
50360,207,59
50361,9,18
50362,124,59
50363,310,69
50364,202,62
50365,128,64
50366,147,76
50367,216,59
50368,164,31
50369,384,124
50370,7,22
50371,278,121
50372,181,79
50373,142,69
50374,212,57
50375,97,85
50376,216,90
50377,292,99
50378,170,86
50379,224,106
50380,84,140
50381,350,140
50382,212,91
50383,266,110
50384,100,109
50385,421,141
50386,190,90
50387,336,140
50388,9,18
50389,256,81
50390,372,90
50391,196,102
50392,34,43
50393,270,113
50394,220,134
50395,145,104
50396,403,117
50397,193,104
50398,173,56
50399,52,49
50400,250,137
50401,8,26
50402,244,83
50403,105,70
50404,266,78
50405,267,128
50406,13,44
50407,168,77
50408,96,80
50409,230,91
50410,173,73
50411,83,89
50412,107,80
50413,60,72
50414,24,83
50415,93,41
50416,10,33
50417,34,9
50418,252,66
50419,147,88
50420,382,157
50421,318,145
50422,101,87
50423,284,201
50424,346,89
50425,7,34
50426,84,85
50427,356,109
50428,53,42
50429,159,87
50430,76,132
50431,366,135
50432,281,84
50433,205,84
50434,19,95
50435,236,100
50436,162,77
50437,242,91
50438,145,89
50439,406,164
50440,356,155
50441,280,99
50442,17,38
50443,194,91
50444,463,142
50445,302,94
50446,204,105
50447,205,148
50448,289,139
50449,229,50
50450,7,3
50451,157,46
50452,8,17
50453,255,50
50454,36,44
50455,94,41
50456,209,42
50457,89,45
50458,165,42
50459,105,43
50460,104,51
50461,63,52
50462,211,55
50463,271,61
50464,392,59
50465,132,54
50466,106,53
50467,294,75
50468,12,24
50469,137,52
50470,231,62
50471,160,47
50472,150,64
50473,273,49
50474,9,19
50475,251,44
50476,104,47
50477,150,35
50478,112,33
50479,64,52
50480,172,61
50481,103,50
50482,264,60
50483,5,9
50484,35,48
50485,348,54
50486,333,77
50487,54,63
50488,107,63
50489,258,91
50490,59,55
50491,118,56
50492,213,62
50493,165,60
50494,107,35
50495,103,62
50496,145,57
50497,134,68
50498,137,82
50499,90,54
50500,91,65
50501,248,67
50502,116,65
50503,298,36
50504,62,62
50505,102,59
50506,165,58
50507,62,56
50508,107,57
50509,374,90
50510,74,49
50511,108,30
50512,186,34
50513,179,63
50514,6,5
50515,204,75
50516,309,64
50517,160,54
50518,270,63
50519,63,65
50520,118,62
50521,358,74
50522,54,63
50523,324,72
50524,89,65
50525,120,60
50526,197,73
50527,12,27
50528,152,79
50529,199,55
50530,149,71
50531,202,76
50532,108,73
50533,172,62
50534,245,78
50535,162,43
50536,68,50
50537,153,54
50538,82,69
50539,8,8
50540,195,58
50541,7,24
50542,293,63
50543,6,23
50544,133,66
50545,237,100
50546,141,64
50547,203,61
50548,135,66
50549,117,56
50550,76,86
50551,322,89
50552,346,102
50553,447,61
50554,179,101
50555,132,66
50556,393,110
50557,6,19
50558,175,65
50559,302,85
50560,219,60
50561,213,91
50562,292,76
50563,6,25
50564,303,62
50565,175,90
50566,171,37
50567,183,43
50568,85,75
50569,195,62
50570,166,63
50571,331,62
50572,8,6
50573,62,63
50574,456,60
50575,480,100
50576,85,67
50577,107,72
50578,334,105
50579,88,78
50580,146,64
50581,302,55
50582,236,60
50583,149,45
50584,144,67
50585,160,102
50586,151,60
50587,178,108
50588,148,70
50589,122,61
50590,284,90
50591,139,62
50592,358,50
50593,81,97
50594,127,65
50595,226,64
50596,101,67
50597,111,69
50598,521,114
50599,89,81
50600,150,41
50601,216,60
50602,218,70
50603,6,8
50604,314,96
50605,431,72
50606,204,77
50607,366,60
50608,73,62
50609,116,62
50610,467,90
50611,79,94
50612,468,58
50613,116,93
50614,128,65
50615,226,96
50616,6,24
50617,190,96
50618,192,67
50619,205,107
50620,295,96
50621,176,65
50622,281,62
50623,283,74
50624,226,48
50625,100,73
50626,190,69
50627,154,69
50628,8,10
50629,88,56
50630,258,58
50631,367,58
50632,64,52
50633,204,45
50634,107,51
50635,488,68
50636,311,70
50637,40,53
50638,168,51
50639,232,56
50640,384,62
50641,232,49
50642,120,54
50643,257,79
50644,282,71
50645,97,53
50646,185,58
50647,47,26
50648,156,32
50649,275,70
50650,107,44
50651,276,56
50652,338,85
50653,65,50
50654,114,53
50655,224,50
50656,293,63
50657,65,58
50658,123,57
50659,201,57
50660,60,45
50661,81,45
50662,399,80
50663,67,59
50664,111,57
50665,158,32
50666,68,52
50667,255,77
50668,115,32
50669,36,26
50670,214,66
50671,62,57
50672,66,27
50673,149,54
50674,347,71
50675,66,55
50676,93,53
50677,237,54
50678,6,8
50679,155,59
50680,328,53
50681,244,58
50682,71,36
50683,247,78
50684,44,23
50685,131,55
50686,267,61
50687,235,68
50688,67,57
50689,184,56
50690,192,70
50691,423,84
50692,42,28
50693,65,54
50694,52,59
50695,45,56
50696,123,56
50697,228,76
50698,68,60
50699,252,65
50700,126,65
50701,63,55
50702,148,60
50703,239,58
50704,113,62
50705,247,55
50706,58,59
50707,235,60
50708,109,52
50709,330,63
50710,113,66
50711,251,56
50712,89,62
50713,203,62
50714,7,5
50715,110,93
50716,328,61
50717,445,83
50718,89,90
50719,253,59
50720,169,66
50721,302,110
50722,314,70
50723,364,108
50724,6,22
50725,207,71
50726,276,100
50727,518,107
50728,296,62
50729,140,70
50730,334,119
50731,317,92
50732,154,67
50733,291,67
50734,74,51
50735,171,45
50736,360,92
50737,160,66
50738,350,67
50739,482,96
50740,102,71
50741,122,74
50742,282,79
50743,381,102
50744,78,95
50745,124,67
50746,231,70
50747,10,7
50748,168,63
50749,256,99
50750,347,106
50751,99,94
50752,126,67
50753,222,55
50754,90,87
50755,380,104
50756,188,45
50757,54,46
50758,294,109
50759,86,90
50760,99,37
50761,212,74
50762,481,91
50763,100,98
50764,126,77
50765,293,87
50766,6,8
50767,179,112
50768,406,79
50769,275,111
50770,96,42
50771,379,120
50772,58,38
50773,210,76
50774,397,74
50775,268,60
50776,81,45
50777,185,73
50778,239,110
50779,531,98
50780,8,10
50781,156,73
50782,70,53
50783,55,51
50784,142,75
50785,306,87
50786,117,115
50787,344,72
50788,217,77
50789,95,85
50790,165,72
50791,330,74
50792,138,70
50793,362,84
50794,80,93
50795,316,108
50796,114,100
50797,362,64
50798,152,66
50799,335,66
50800,96,86
50801,243,91
50802,5,5
50803,231,66
50804,159,64
50805,315,96
50806,78,49
50807,112,81
50808,111,67
50809,268,101
50810,233,71
50811,9,26
50812,58,51
50813,334,106
50814,285,68
50815,86,88
50816,318,93
50817,179,70
50818,333,71
50819,340,50
50820,156,97
50821,206,79
50822,175,64
50823,7,56
50824,179,66
50825,137,47
50826,109,81
50827,140,71
50828,444,66
50829,86,88
50830,578,106
50831,178,45
50832,106,74
50833,318,60
50834,120,62
50835,332,64
50836,173,62
50837,268,83
50838,5,5
50839,130,79
50840,147,42
50841,64,62
50842,286,99
50843,95,44
50844,99,37
50845,260,90
50846,98,86
50847,272,106
50848,170,78
50849,144,69
50850,331,67
50851,230,74
50852,133,44
50853,87,95
50854,291,84
50855,10,66
50856,193,111
50857,183,45
50858,453,69
50859,103,70
50860,277,88
50861,351,62
50862,181,70
50863,427,65
50864,384,91
50865,5,10
50866,336,132
50867,88,97
50868,196,125
50869,16,57
50870,139,83
50871,270,135
50872,93,39
50873,198,88
50874,241,83
50875,144,76
50876,307,170
50877,285,131
50878,80,97
50879,419,110
50880,259,81
50881,467,135
50882,154,84
50883,358,128
50884,71,101
50885,144,76
50886,232,80
50887,10,8
50888,108,81
50889,78,67
50890,200,74
50891,224,96
50892,216,65
50893,67,54
50894,319,109
50895,157,46
50896,225,85
50897,150,75
50898,158,55
50899,18,49
50900,159,91
50901,414,122
50902,454,129
50903,151,81
50904,391,98
50905,562,116
50906,484,77
50907,67,31
50908,294,82
50909,378,57
50910,94,89
50911,369,124
50912,8,9
50913,402,95
50914,114,65
50915,201,94
50916,7,27
50917,179,66
50918,235,65
50919,10,24
50920,301,68
50921,224,69
50922,165,63
50923,296,91
50924,272,99
50925,77,90
50926,404,82
50927,221,75
50928,75,58
50929,421,104
50930,135,67
50931,426,102
50932,99,93
50933,283,78
50934,7,32
50935,74,47
50936,9,23
50937,98,46
50938,331,79
50939,156,69
50940,303,109
50941,356,79
50942,90,76
50943,21,12
50944,89,39
50945,426,100
50946,151,73
50947,387,99
50948,84,85
50949,127,60
50950,213,61
50951,11,10
50952,100,70
50953,60,49
50954,184,59
50955,168,58
50956,201,65
50957,48,32
50958,332,82
50959,176,44
50960,220,63
50961,121,72
50962,149,39
50963,7,43
50964,140,66
50965,378,100
50966,418,102
50967,135,67
50968,340,66
50969,519,101
50970,444,69
50971,61,39
50972,286,66
50973,360,41
50974,85,88
50975,335,112
50976,6,9
50977,90,89
50978,250,83
50979,70,82
50980,36,28
50981,324,77
50982,9,29
50983,215,68
50984,168,69
50985,108,36
50986,328,73
50987,60,27
50988,389,116
50989,7,11
50990,182,83
50991,274,80
50992,81,58
50993,210,76
50994,213,89
50995,249,132
50996,300,78
50997,127,73
50998,186,64
50999,96,90
51000,152,71
51001,202,74
51002,161,63
51003,185,83
51004,55,37
51005,299,69
51006,238,86
51007,164,79
51008,192,70
51009,224,77
51010,133,90
51011,52,29
51012,189,100
51013,25,45
51014,52,87
51015,293,76
51016,91,110
51017,501,120
51018,214,78
51019,221,61
51020,256,73
51021,182,66
51022,12,31
51023,295,128
51024,105,63
51025,360,76
51026,158,66
51027,464,76
51028,179,71
51029,69,28
51030,332,99
51031,275,110
51032,88,63
51033,424,66
51034,61,29
51035,226,114
51036,99,102
51037,467,78
51038,10,6
51039,88,79
51040,198,68
51041,7,25
51042,104,109
51043,320,59
51044,7,23
51045,197,65
51046,164,56
51047,137,45
51048,360,72
51049,53,30
51050,349,107
51051,16,9
51052,130,58
51053,241,54
51054,73,51
51055,187,63
51056,169,64
51057,176,98
51058,281,57
51059,129,64
51060,161,60
51061,94,94
51062,130,66
51063,179,63
51064,160,61
51065,161,70
51066,49,39
51067,272,59
51068,238,63
51069,130,57
51070,166,60
51071,205,64
51072,117,78
51073,48,34
51074,172,90
51075,10,9
51076,60,64
51077,302,61
51078,91,85
51079,573,103
51080,220,70
51081,210,44
51082,273,70
51083,211,62
51084,7,20
51085,270,97
51086,76,58
51087,281,68
51088,160,63
51089,439,63
51090,145,60
51091,52,37
51092,276,90
51093,201,100
51094,54,57
51095,417,70
51096,61,32
51097,167,91
51098,92,106
51099,411,67
51100,9,10
51101,210,100
51102,107,86
51103,223,85
51104,89,90
51105,297,80
51106,375,98
51107,323,87
51108,270,72
51109,83,37
51110,141,77
51111,227,116
51112,94,101
51113,66,30
51114,243,106
51115,150,48
51116,463,116
51117,62,21
51118,400,138
51119,245,73
51120,630,91
51121,283,110
51122,207,73
51123,67,29
51124,186,116
51125,321,124
51126,86,102
51127,124,83
51128,301,131
51129,72,48
51130,114,35
51131,274,89
51132,90,95
51133,202,129
51134,68,86
51135,28,32
51136,218,69
51137,159,80
51138,341,143
51139,165,84
51140,144,67
51141,299,79
51142,6,6
51143,167,123
51144,350,99
51145,15,42
51146,248,140
51147,191,132
51148,259,132
51149,98,76
51150,258,127
51151,51,47
51152,261,155
51153,97,99
51154,52,82
51155,149,50
51156,82,86
51157,164,71
51158,178,107
51159,116,101
51160,9,23
51161,98,33
51162,237,86
51163,203,98
51164,18,60
51165,280,88
51166,197,54
51167,181,88
51168,182,120
51169,61,83
51170,199,87
51171,180,89
51172,201,130
51173,65,31
51174,281,84
51175,76,93
51176,101,83
51177,114,86
51178,316,88
51179,192,82
51180,404,118
51181,207,126
51182,12,11
51183,251,120
51184,108,79
51185,223,83
51186,81,98
51187,259,71
51188,372,84
51189,200,88
51190,256,83
51191,84,31
51192,97,68
51193,208,96
51194,71,86
51195,47,26
51196,184,57
51197,112,35
51198,317,92
51199,50,37
51200,322,82
51201,166,71
51202,484,71
51203,219,83
51204,141,51
51205,44,26
51206,144,99
51207,239,87
51208,73,76
51209,106,66
51210,243,90
51211,100,37
51212,66,30
51213,216,73
51214,70,96
51215,133,72
51216,7,6
51217,79,76
51218,143,76
51219,81,74
51220,282,91
51221,145,54
51222,97,58
51223,214,70
51224,6,9
51225,99,79
51226,358,98
51227,13,22
51228,196,98
51229,153,91
51230,197,113
51231,67,75
51232,159,96
51233,14,22
51234,196,63
51235,61,81
51236,18,32
51237,136,54
51238,71,96
51239,143,59
51240,136,75
51241,69,77
51242,12,19
51243,56,62
51244,166,82
51245,153,103
51246,22,31
51247,215,78
51248,133,48
51249,157,78
51250,200,97
51251,13,21
51252,129,57
51253,148,87
51254,164,88
51255,30,32
51256,157,77
51257,76,73
51258,64,64
51259,61,62
51260,239,82
51261,143,65
51262,350,97
51263,176,96
51264,9,10
51265,306,72
51266,263,78
51267,168,62
51268,157,35
51269,56,80
51270,288,64
51271,424,98
51272,146,70
51273,49,56
51274,418,104
51275,324,81
51276,69,38
51277,115,65
51278,67,36
51279,208,95
51280,218,57
51281,325,68
51282,70,58
51283,37,33
51284,217,94
51285,183,56
51286,157,56
51287,42,49
51288,215,83
51289,238,55
51290,8,9
51291,76,77
51292,312,90
51293,218,59
51294,257,65
51295,129,65
51296,212,86
51297,218,87
51298,131,47
51299,98,43
51300,55,72
51301,87,66
51302,153,65
51303,177,65
51304,254,79
51305,61,57
51306,97,56
51307,248,64
51308,122,58
51309,175,50
51310,178,74
51311,106,62
51312,376,101
51313,262,87
51314,105,67
51315,193,83
51316,116,57
51317,169,72
51318,7,9
51319,64,76
51320,123,59
51321,244,86
51322,106,54
51323,80,53
51324,123,58
51325,90,70
51326,62,41
51327,116,77
51328,36,33
51329,306,77
51330,102,52
51331,121,62
51332,87,52
51333,162,58
51334,129,60
51335,56,51
51336,206,73
51337,292,64
51338,343,62
51339,11,27
51340,244,83
51341,181,57
51342,148,54
51343,124,55
51344,246,83
51345,52,69
51346,96,50
51347,296,58
51348,152,66
51349,214,90
51350,170,63
51351,211,93
51352,173,68
51353,126,64
51354,48,29
51355,159,55
51356,126,58
51357,261,57
51358,93,64
51359,261,65
51360,227,53
51361,271,53
51362,97,54
51363,270,57
51364,245,60
51365,268,57
51366,56,38
51367,116,62
51368,62,36
51369,162,58
51370,121,49
51371,153,60
51372,324,79
51373,139,56
51374,313,59
51375,157,61
51376,99,55
51377,248,77
51378,308,55
51379,80,59
51380,313,74
51381,111,76
51382,8,31
51383,211,53
51384,209,37
51385,6,29
51386,280,79
51387,217,81
51388,126,53
51389,49,29
51390,441,84
51391,273,74
51392,109,55
51393,219,57
51394,57,69
51395,47,34
51396,173,70
51397,122,57
51398,63,53
51399,254,58
51400,90,54
51401,201,74
51402,232,85
51403,84,46
51404,173,49
51405,60,56
51406,136,52
51407,6,10
51408,229,74
51409,190,77
51410,50,56
51411,231,54
51412,119,55
51413,410,81
51414,6,19
51415,48,67
51416,213,72
51417,231,70
51418,116,61
51419,47,69
51420,116,78
51421,12,32
51422,46,57
51423,38,50
51424,137,52
51425,6,27
51426,174,72
51427,235,52
51428,8,25
51429,291,51
51430,266,56
51431,128,54
51432,209,58
51433,63,61
51434,88,51
51435,38,33
51436,199,53
51437,211,59
51438,7,27
51439,127,61
51440,203,61
51441,49,71
51442,179,79
51443,6,24
51444,135,57
51445,281,87
51446,175,55
51447,155,80
51448,120,54
51449,250,57
51450,198,61
51451,667,61
51452,347,62
51453,8,33
51454,239,84
51455,8,32
51456,82,62
51457,106,42
51458,520,77
51459,7,29
51460,112,37
51461,528,71
51462,9,32
51463,159,61
51464,423,72
51465,588,68
51466,242,51
51467,102,53
51468,61,35
51469,281,67
51470,331,74
51471,15,12
51472,215,57
51473,358,72
51474,168,55
51475,386,67
51476,353,74
51477,174,64
51478,317,64
51479,204,59
51480,230,61
51481,480,67
51482,16,13
51483,207,67
51484,340,72
51485,439,64
51486,90,74
51487,670,61
51488,242,70
51489,191,58
51490,277,62
51491,79,50
51492,203,94
51493,185,62
51494,180,70
51495,425,80
51496,91,81
51497,186,65
51498,677,60
51499,177,60
51500,448,64
51501,574,85
51502,341,62
51503,12,12
51504,179,58
51505,140,53
51506,169,59
51507,385,62
51508,93,75
51509,428,65
51510,10,42
51511,471,86
51512,7,7
51513,78,39
51514,540,77
51515,345,65
51516,8,33
51517,165,56
51518,7,28
51519,594,71
51520,94,74
51521,176,58
51522,335,55
51523,244,55
51524,109,35
51525,270,62
51526,550,78
51527,82,67
51528,216,76
51529,204,77
51530,149,62
51531,164,53
51532,245,80
51533,274,60
51534,189,80
51535,315,55
51536,233,87
51537,506,86
51538,88,51
51539,527,66
51540,157,52
51541,468,62
51542,123,32
51543,185,58
51544,118,34
51545,383,90
51546,13,10
51547,290,53
51548,95,54
51549,163,64
51550,267,37
51551,335,91
51552,250,56
51553,205,56
51554,380,89
51555,9,37
51556,165,64
51557,270,39
51558,308,55
51559,427,86
51560,80,71
51561,259,65
51562,12,43
51563,165,60
51564,276,37
51565,386,83
51566,293,35
51567,104,88
51568,484,81
51569,120,31
51570,298,59
51571,315,58
51572,172,63
51573,368,57
51574,11,35
51575,312,51
51576,484,53
51577,179,51
51578,247,55
51579,538,76
51580,91,83
51581,304,84
51582,195,66
51583,176,34
51584,440,99
51585,381,58
51586,12,16
51587,179,149
51588,91,43
51589,36,20
51590,200,179
51591,240,140
51592,175,139
51593,8,5
51594,84,73
51595,92,94
51596,91,76
51597,126,139
51598,17,29
51599,192,137
51600,77,91
51601,127,136
51602,58,51
51603,72,95
51604,181,104
51605,125,87
51606,207,140
51607,82,93
51608,130,79
51609,62,31
51610,56,100
51611,162,100
51612,8,6
51613,215,121
51614,138,125
51615,151,94
51616,140,98
51617,37,23
51618,172,71
51619,53,39
51620,132,130
51621,127,110
51622,63,101
51623,163,102
51624,118,85
51625,119,106
51626,120,88
51627,10,12
51628,49,82
51629,129,95
51630,111,99
51631,130,104
51632,182,80
51633,110,112
51634,210,111
51635,118,89
51636,98,101
51637,166,52
51638,88,34
51639,252,110
51640,158,141
51641,17,29
51642,34,28
51643,111,96
51644,112,110
51645,12,41
51646,32,27
51647,140,107
51648,75,134
51649,48,136
51650,159,107
51651,120,112
51652,143,151
51653,112,90
51654,184,135
51655,129,83
51656,37,30
51657,1,1
51658,90,108
51659,152,163
51660,7,6
51661,87,58
51662,195,79
51663,128,49
51664,86,31
51665,206,55
51666,366,79
51667,62,66
51668,145,78
51669,141,74
51670,125,54
51671,86,53
51672,152,90
51673,164,55
51674,112,83
51675,186,56
51676,166,67
51677,350,88
51678,45,54
51679,340,57
51680,126,57
51681,281,57
51682,64,36
51683,114,61
51684,70,34
51685,253,87
51686,8,5
51687,145,52
51688,50,50
51689,82,51
51690,147,41
51691,191,69
51692,195,59
51693,154,53
51694,237,87
51695,6,21
51696,96,56
51697,161,40
51698,207,59
51699,242,85
51700,57,69
51701,169,55
51702,10,25
51703,92,54
51704,149,38
51705,292,90
51706,155,43
51707,51,64
51708,310,78
51709,68,39
51710,179,55
51711,229,67
51712,102,60
51713,235,56
51714,5,19
51715,195,58
51716,315,56
51717,127,53
51718,147,52
51719,293,72
51720,57,73
51721,180,88
51722,129,58
51723,89,33
51724,286,84
51725,209,56
51726,14,10
51727,194,62
51728,17,25
51729,575,87
51730,21,27
51731,86,60
51732,109,36
51733,253,55
51734,63,33
51735,332,63
51736,443,65
51737,79,60
51738,362,64
51739,124,33
51740,82,56
51741,169,62
51742,372,82
51743,297,53
51744,502,57
51745,149,49
51746,61,63
51747,73,53
51748,421,72
51749,105,55
51750,233,57
51751,231,34
51752,63,30
51753,296,49
51754,78,53
51755,280,54
51756,452,80
51757,525,64
51758,14,9
51759,576,84
51760,7,30
51761,103,73
51762,342,42
51763,9,37
51764,351,61
51765,657,66
51766,272,58
51767,424,67
51768,358,61
51769,182,47
51770,245,60
51771,69,10
51772,214,58
51773,687,67
51774,60,31
51775,265,59
51776,220,62
51777,98,48
51778,9,43
51779,48,66
51780,192,57
51781,87,69
51782,229,59
51783,7,29
51784,96,40
51785,246,63
51786,6,34
51787,108,39
51788,268,52
51789,10,33
51790,46,68
51791,611,79
51792,93,77
51793,103,65
51794,246,61
51795,97,76
51796,321,96
51797,229,58
51798,522,62
51799,274,36
51800,269,59
51801,292,54
51802,16,63
51803,290,50
51804,296,58
51805,7,30
51806,167,56
51807,367,55
51808,12,31
51809,113,69
51810,18,27
51811,485,78
51812,20,12
51813,1,1
51814,66,35
51815,183,48
51816,70,30
51817,277,63
51818,372,61
51819,64,52
51820,191,54
51821,59,35
51822,57,51
51823,101,48
51824,274,81
51825,200,56
51826,274,60
51827,133,51
51828,63,61
51829,45,52
51830,268,76
51831,69,50
51832,152,52
51833,141,40
51834,50,27
51835,144,57
51836,63,52
51837,154,71
51838,299,74
51839,313,62
51840,7,6
51841,305,74
51842,5,25
51843,51,67
51844,183,34
51845,6,21
51846,187,55
51847,380,58
51848,177,57
51849,456,67
51850,130,58
51851,131,64
51852,45,7
51853,127,56
51854,442,58
51855,62,28
51856,156,56
51857,134,59
51858,46,49
51859,7,24
51860,53,61
51861,117,59
51862,50,59
51863,133,50
51864,10,30
51865,66,35
51866,179,55
51867,10,26
51868,65,33
51869,119,50
51870,7,28
51871,42,54
51872,399,76
51873,54,73
51874,87,57
51875,147,58
51876,54,73
51877,171,71
51878,131,57
51879,274,57
51880,149,33
51881,170,55
51882,168,54
51883,10,43
51884,150,58
51885,160,56
51886,9,28
51887,93,50
51888,210,53
51889,5,27
51890,241,51
51891,8,19
51892,219,73
